
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 5ac09694-135e-4e82-8b41-35ee8b2ebd74 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 2.274     1    2.274          0.19     0.0  16.0        -        3.0     -       -             0        cn17635-ens4   
createfile_ID0000001                1   condorpool 1.722     1    1.722          0.583    0.0  1.0         -        2.0     -       -             0        cn17635-ens4   
binary_ID0000003                    1   condorpool 0.967     1    0.967          0.884    0.0  0.0         -        1.0     -       -             0        cn17635-ens4   
binary_ID0000002                    1   condorpool 1.821     1    1.821          0.69     0.0  1.0         -        2.0     -       -             0        cn17635-ens4   
binary_ID0000007                    1   condorpool 0.999     1    0.999          0.962    1.0  0.0         -        2.0     -       -             0        cn17635-ens4   
binary_ID0000005                    1   condorpool 3.574     1    3.574          1.0      0.0  2.0         -        3.0     -       -             0        cn17635-ens4   
binary_ID0000006                    1   condorpool 1.137     1    1.137          0.628    0.0  6.0         -        1.0     -       -             0        cn17635-ens4   
binary_ID0000004                    1   condorpool 1.944     1    1.944          0.645    0.0  7.0         -        2.0     -       -             0        cn17635-ens4   
binary_ID0000008                    1   condorpool 2.051     1    2.051          0.965    0.0  0.0         -        2.0     -       -             0        cn17635-ens4   
binary_ID0000014                    1   condorpool 0.927     1    0.927          0.875    0.0  3.0         -        1.0     -       -             0        cn17635-ens4   
