
# Transformation - name of the transformation.
# Count          - the number of times the invocations corresponding to
#                  the transformation was executed.
# Succeeded      - the count of the succeeded invocations corresponding
#                  to the transformation.
# Failed         - the count of the failed invocations corresponding to
#                  the transformation.
# Min(sec)       - the minimum invocation runtime value corresponding
#                  to the transformation.
# Max(sec)       - the maximum invocation runtime value corresponding
#                  to the transformation.
# Mean(sec)      - the mean of the invocation runtime corresponding
#                  to the transformation.
# Total(sec)     - the cumulative of invocation runtime corresponding
#                  to the transformation.

# b2ce15c9-99f1-4692-a147-2f501f32b095 (binary-tree)
Transformation           Count     Succeeded Failed  Min       Max       Mean          Total     
binary                   30        30        0       1.748     1.952     1.857         55.718    
createfile               1         1         0       1.532     1.532     1.532         1.532     
dagman::post             64        64        0       0.0       1.0       0.188         12.0      
pegasus::dirmanager      1         1         0       3.196     3.196     3.196         3.196     
pegasus::transfer        1         1         0       14.661    14.661    14.661        14.661    
process                  16        16        0       1.635     1.692     1.654         26.457    
reduce                   15        15        0       2.577     14.198    4.493         67.392    


# All (All)
Transformation           Count     Succeeded Failed  Min       Max       Mean          Total     
binary                   30        30        0       1.748     1.952     1.857         55.718    
createfile               1         1         0       1.532     1.532     1.532         1.532     
dagman::post             64        64        0       0.0       1.0       0.188         12.0      
pegasus::dirmanager      1         1         0       3.196     3.196     3.196         3.196     
pegasus::transfer        1         1         0       14.661    14.661    14.661        14.661    
process                  16        16        0       1.635     1.692     1.654         26.457    
reduce                   15        15        0       2.577     14.198    4.493         67.392    
