
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 62791025-4b3c-4dfb-939b-d9f0c82b0304 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.196     1    3.196          0.151    1.0  17.0        -        4.0     -       -             0        cn17643-ens4   
createfile_ID0000001                1   condorpool 2.325     1    2.325          8.096    0.0  3.0         -        3.0     -       -             0        cn17643-ens4   
stage_out_remote_condorpool_0_0     1   condorpool 5.383     1    5.383          1.287    0.0  1.0         -        5.0     -       -             0        cn17643-ens4   
binary_ID0000003                    1   condorpool 5.361     1    5.361          14.29    0.0  5.0         -        6.0     -       -             0        cn17643-ens4   
binary_ID0000002                    1   condorpool 3.039     1    3.039          11.433   0.0  11.0        -        3.0     -       -             0        cn17643-ens4   
binary_ID0000007                    1   condorpool 3.367     1    3.367          10.925   0.0  10.0        -        4.0     -       -             0        cn17655-ens4   
binary_ID0000005                    1   condorpool 10.837    1    10.837         17.379   0.0  3.0         -        11.0    -       -             0        cn17643-ens4   
binary_ID0000006                    1   condorpool 2.961     1    2.961          11.185   0.0  3.0         -        3.0     -       -             0        cn17651-ens4   
binary_ID0000004                    1   condorpool 2.838     1    2.838          10.819   0.0  2.0         -        3.0     -       -             0        cn17656-enp5s0 
binary_ID0000008                    1   condorpool 2.8       1    2.8            10.683   0.0  0.0         -        3.0     -       -             0        cn17651-ens4   
binary_ID0000014                    1   condorpool 6.624     1    6.624          33.384   2.0  1.0         -        7.0     -       -             0        cn17643-ens4   
binary_ID0000015                    1   condorpool 2.774     1    2.774          10.148   6.0  1.0         -        3.0     -       -             0        cn17656-enp5s0 
binary_ID0000012                    1   condorpool 2.838     1    2.838          10.153   0.0  4.0         -        8.0     -       -             0        cn17651-ens4   
binary_ID0000013                    1   condorpool 2.875     1    2.875          10.686   0.0  3.0         -        8.0     -       -             0        cn17656-enp5s0 
binary_ID0000010                    1   condorpool 7.566     1    7.566          14.761   1.0  8.0         -        8.0     -       -             0        cn17643-ens4   
binary_ID0000011                    1   condorpool 2.906     1    2.906          11.202   1.0  8.0         -        3.0     -       -             0        cn17651-ens4   
binary_ID0000009                    1   condorpool 3.151     1    3.151          11.03    1.0  8.0         -        4.0     -       -             0        cn17656-enp5s0 
binary_ID0000018                    1   condorpool 2.878     1    2.878          11.066   1.0  0.0         -        3.0     -       -             0        cn17651-ens4   
binary_ID0000029                    1   condorpool 10.082    1    10.082         168.041  1.0  0.0         -        10.0    -       -             0        cn17643-ens4   
binary_ID0000019                    1   condorpool 2.737     1    2.737          10.761   1.0  0.0         -        3.0     -       -             0        cn17656-enp5s0 
binary_ID0000016                    1   condorpool 2.647     1    2.647          10.199   0.0  3.0         -        3.0     -       -             0        cn17651-ens4   
binary_ID0000027                    1   condorpool 3.255     1    3.255          11.292   0.0  3.0         -        4.0     -       -             0        cn17656-enp5s0 
binary_ID0000017                    1   condorpool 3.359     1    3.359          9.262    0.0  1.0         -        4.0     -       -             0        cn17651-ens4   
binary_ID0000028                    1   condorpool 3.259     1    3.259          8.699    1.0  2.0         -        3.0     -       -             0        cn17656-enp5s0 
binary_ID0000025                    1   condorpool 2.908     1    2.908          10.389   1.0  5.0         -        3.0     -       -             0        cn17651-ens4   
binary_ID0000026                    1   condorpool 3.014     1    3.014          11.037   1.0  6.0         -        3.0     -       -             0        cn17656-enp5s0 
binary_ID0000023                    1   condorpool 17.852    1    17.852         26.524   0.0  6.0         -        18.0    -       -             -6       cn17643-ens4   
binary_ID0000024                    1   condorpool 3.39      1    3.39           9.261    0.0  3.0         -        4.0     -       -             0        cn17651-ens4   
binary_ID0000021                    1   condorpool 3.051     1    3.051          10.714   0.0  4.0         -        3.0     -       -             0        cn17656-enp5s0 
binary_ID0000022                    1   condorpool 2.699     1    2.699          9.29     0.0  7.0         -        3.0     -       -             0        cn17651-ens4   
binary_ID0000030                    1   condorpool 2.985     1    2.985          10.387   0.0  7.0         -        3.0     -       -             0        cn17656-enp5s0 
binary_ID0000020                    1   condorpool 2.803     1    2.803          8.72     0.0  10.0        -        3.0     -       -             0        cn17651-ens4   
binary_ID0000031                    1   condorpool 2.805     1    2.805          10.026   0.0  5.0         -        3.0     -       -             0        cn17656-enp5s0 
binary_ID0000023                    2   condorpool 3.005     1    3.005          10.962   1.0  1.0         -        3.0     -       -             0        cn17651-ens4   
binary_ID0000038                    1   condorpool 2.893     1    2.893          11.418   1.0  0.0         -        3.0     -       -             0        cn17651-ens4   
binary_ID0000039                    1   condorpool 3.059     1    3.059          10.551   0.0  3.0         -        4.0     -       -             0        cn17651-ens4   
binary_ID0000036                    1   condorpool 2.896     1    2.896          10.031   1.0  7.0         -        24.0    -       -             0        cn17651-ens4   
binary_ID0000058                    1   condorpool 3.191     1    3.191          10.647   1.0  13.0        -        21.0    -       -             0        cn17647-ens4   
binary_ID0000037                    1   condorpool 3.375     1    3.375          9.585    1.0  13.0        -        21.0    -       -             0        cn17643-ens4   
binary_ID0000059                    1   condorpool 3.334     1    3.334          10.534   1.0  8.0         -        21.0    -       -             0        cn17656-enp5s0 
binary_ID0000034                    1   condorpool 2.81      1    2.81           10.879   1.0  8.0         -        21.0    -       -             0        cn17658-enp5s0 
binary_ID0000056                    1   condorpool 3.905     1    3.905          11.44    1.0  8.0         -        22.0    -       -             0        cn17645-ens4   
binary_ID0000035                    1   condorpool 3.813     1    3.813          11.27    3.0  26.0        -        6.0     -       -             0        cn17639-ens4   
binary_ID0000057                    1   condorpool 3.737     1    3.737          10.095   1.0  26.0        -        4.0     -       -             0        cn17655-ens4   
binary_ID0000032                    1   condorpool 3.625     1    3.625          10.677   1.0  20.0        -        4.0     -       -             0        cn17657-ens4   
binary_ID0000054                    1   condorpool 3.218     1    3.218          10.651   1.0  20.0        -        4.0     -       -             0        cn17635-ens4   
binary_ID0000033                    1   condorpool 3.119     1    3.119          10.153   1.0  20.0        -        4.0     -       -             0        cn17661-ens4   
binary_ID0000055                    1   condorpool 3.031     1    3.031          9.79     1.0  20.0        -        4.0     -       -             0        cn17648-enp5s0 
binary_ID0000052                    1   condorpool 3.146     1    3.146          10.622   1.0  20.0        -        4.0     -       -             0        cn17637-ens4   
binary_ID0000053                    1   condorpool 4.344     1    4.344          9.753    3.0  0.0         -        5.0     -       -             0        cn17655-ens4   
binary_ID0000050                    1   condorpool 4.317     1    4.317          10.548   4.0  0.0         -        5.0     -       -             0        cn17637-ens4   
binary_ID0000051                    1   condorpool 4.267     1    4.267          9.966    4.0  0.0         -        5.0     -       -             0        cn17656-enp5s0 
