
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# d2a88299-9394-4291-b686-572cc6f2a6f7 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.199     1    3.199          0.155    0.0  16.0        -        3.0     -       -             0        cn17660-enp5s0 
createfile_ID0000001                1   condorpool 6.44      1    6.44           12.642   0.0  5.0         -        7.0     -       -             0        cn17660-enp5s0 
binary_ID0000003                    1   condorpool 11.068    1    11.068         27.118   0.0  0.0         -        12.0    -       -             0        cn17656-enp5s0 
binary_ID0000002                    1   condorpool 10.159    1    10.159         26.153   1.0  1.0         -        10.0    -       -             0        cn17656-enp5s0 
binary_ID0000007                    1   condorpool 7.996     1    7.996          22.767   0.0  0.0         -        8.0     -       -             0        cn17640-enp5s0 
binary_ID0000005                    1   condorpool 9.136     1    9.136          24.674   0.0  0.0         -        9.0     -       -             0        cn17655-ens4   
binary_ID0000006                    1   condorpool 7.354     1    7.354          21.016   0.0  8.0         -        8.0     -       -             0        cn17640-enp5s0 
binary_ID0000004                    1   condorpool 9.146     1    9.146          24.663   0.0  9.0         -        10.0    -       -             0        cn17655-ens4   
binary_ID0000008                    1   condorpool 12.462    1    12.462         26.474   1.0  9.0         -        13.0    -       -             0        cn17647-ens4   
binary_ID0000014                    1   condorpool 10.925    1    10.925         22.394   1.0  9.0         -        11.0    -       -             0        cn17660-enp5s0 
binary_ID0000015                    1   condorpool 9.931     1    9.931          22.33    0.0  9.0         -        10.0    -       -             0        cn17660-enp5s0 
binary_ID0000012                    1   condorpool 9.964     1    9.964          22.995   0.0  9.0         -        10.0    -       -             0        cn17661-ens4   
binary_ID0000013                    1   condorpool 9.497     1    9.497          22.179   0.0  9.0         -        10.0    -       -             0        cn17661-ens4   
binary_ID0000010                    1   condorpool 11.084    1    11.084         26.867   1.0  4.0         -        12.0    -       -             0        cn17642-enp5s0 
binary_ID0000011                    1   condorpool 11.422    1    11.422         27.324   1.0  4.0         -        12.0    -       -             0        cn17642-enp5s0 
binary_ID0000009                    1   condorpool 12.084    1    12.084         24.409   1.0  4.0         -        13.0    -       -             0        cn17647-ens4   
binary_ID0000018                    1   condorpool 8.154     1    8.154          23.062   0.0  0.0         -        8.0     -       -             0        cn17640-enp5s0 
binary_ID0000029                    1   condorpool 9.357     1    9.357          26.58    0.0  0.0         -        10.0    -       -             0        cn17647-ens4   
binary_ID0000019                    1   condorpool 8.207     1    8.207          21.762   0.0  8.0         -        9.0     -       -             0        cn17640-enp5s0 
binary_ID0000016                    1   condorpool 8.072     1    8.072          23.648   0.0  10.0        -        8.0     -       -             0        cn17647-ens4   
binary_ID0000027                    1   condorpool 9.728     1    9.728          22.315   1.0  17.0        -        10.0    -       -             0        cn17640-enp5s0 
binary_ID0000017                    1   condorpool 12.185    1    12.185         25.467   1.0  13.0        -        12.0    -       -             0        cn17647-ens4   
binary_ID0000028                    1   condorpool 12.07     1    12.07          25.087   0.0  15.0        -        12.0    -       -             0        cn17647-ens4   
binary_ID0000025                    1   condorpool 47.935    1    47.935         64.821   0.0  15.0        -        48.0    -       -             0        cn17645-ens4   
binary_ID0000026                    1   condorpool 10.91     1    10.91          24.579   1.0  15.0        -        11.0    -       -             0        cn17642-enp5s0 
binary_ID0000023                    1   condorpool 17.161    1    17.161         31.079   0.0  15.0        -        18.0    -       -             0        cn17639-ens4   
binary_ID0000024                    1   condorpool 47.97     1    47.97          109.345  0.0  9.0         -        49.0    -       -             0        cn17645-ens4   
binary_ID0000021                    1   condorpool 11.965    1    11.965         25.031   0.0  9.0         -        13.0    -       -             0        cn17644-enp5s0 
binary_ID0000022                    1   condorpool 16.6      1    16.6           32.123   0.0  9.0         -        17.0    -       -             0        cn17639-ens4   
binary_ID0000030                    1   condorpool 12.065    1    12.065         26.266   0.0  9.0         -        14.0    -       -             0        cn17635-ens4   
binary_ID0000020                    1   condorpool 11.826    1    11.826         26.357   0.0  9.0         -        13.0    -       -             0        cn17644-enp5s0 
binary_ID0000031                    1   condorpool 11.438    1    11.438         25.59    0.0  4.0         -        12.0    -       -             0        cn17635-ens4   
process_ID0000036                   1   condorpool 12.421    1    12.421         24.825   0.0  19.0        -        13.0    -       -             0        cn17662-enp5s0 
process_ID0000047                   1   condorpool 25.887    1    25.887         293.099  0.0  18.0        -        26.0    -       -             0        cn17653-ens4   
process_ID0000037                   1   condorpool 23.725    1    23.725         73.269   0.0  18.0        -        24.0    -       -             0        cn17653-ens4   
