
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 0b56799d-0cc8-4414-ade5-d98e2de6e13d (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.196     1    3.196          0.152    0.0  15.0        -        4.0     -       -             0        cn17660-enp5s0 
createfile_ID0000001                1   condorpool 6.244     1    6.244          13.49    0.0  4.0         -        6.0     -       -             0        cn17660-enp5s0 
binary_ID0000003                    1   condorpool 10.884    1    10.884         26.621   0.0  2.0         -        11.0    -       -             0        cn17647-ens4   
binary_ID0000002                    1   condorpool 10.345    1    10.345         25.943   0.0  2.0         -        10.0    -       -             0        cn17647-ens4   
binary_ID0000007                    1   condorpool 10.09     1    10.09          25.91    0.0  0.0         -        11.0    -       -             0        cn17640-enp5s0 
binary_ID0000005                    1   condorpool 9.195     1    9.195          24.93    1.0  0.0         -        10.0    -       -             0        cn17655-ens4   
binary_ID0000006                    1   condorpool 8.839     1    8.839          25.561   0.0  10.0        -        9.0     -       -             0        cn17655-ens4   
binary_ID0000004                    1   condorpool 7.654     1    7.654          22.598   0.0  11.0        -        8.0     -       -             0        cn17640-enp5s0 
binary_ID0000008                    1   condorpool 11.292    1    11.292         27.727   0.0  11.0        -        11.0    -       -             0        cn17642-enp5s0 
binary_ID0000014                    1   condorpool 11.432    1    11.432         25.306   0.0  11.0        -        11.0    -       -             0        cn17651-ens4   
binary_ID0000015                    1   condorpool 12.011    1    12.011         26.782   0.0  11.0        -        12.0    -       -             0        cn17651-ens4   
binary_ID0000012                    1   condorpool 10.348    1    10.348         25.126   0.0  11.0        -        10.0    -       -             0        cn17636-enp5s0 
binary_ID0000013                    1   condorpool 11.418    1    11.418         27.384   0.0  11.0        -        11.0    -       -             0        cn17636-enp5s0 
binary_ID0000010                    1   condorpool 10.963    1    10.963         21.245   0.0  6.0         -        11.0    -       -             0        cn17661-ens4   
binary_ID0000011                    1   condorpool 10.234    1    10.234         22.491   0.0  6.0         -        10.0    -       -             0        cn17661-ens4   
binary_ID0000009                    1   condorpool 10.961    1    10.961         26.33    0.0  5.0         -        11.0    -       -             0        cn17642-enp5s0 
binary_ID0000018                    1   condorpool 7.474     1    7.474          20.217   0.0  1.0         -        7.0     -       -             0        cn17660-enp5s0 
binary_ID0000029                    1   condorpool 8.735     1    8.735          23.982   0.0  1.0         -        9.0     -       -             0        cn17640-enp5s0 
binary_ID0000019                    1   condorpool 8.171     1    8.171          22.826   0.0  8.0         -        9.0     -       -             0        cn17660-enp5s0 
binary_ID0000016                    1   condorpool 7.739     1    7.739          21.536   0.0  9.0         -        8.0     -       -             0        cn17640-enp5s0 
binary_ID0000027                    1   condorpool 9.497     1    9.497          22.013   0.0  16.0        -        10.0    -       -             0        cn17660-enp5s0 
binary_ID0000017                    1   condorpool 10.661    1    10.661         25.191   1.0  12.0        -        11.0    -       -             0        cn17640-enp5s0 
binary_ID0000028                    1   condorpool 10.846    1    10.846         25.058   1.0  14.0        -        11.0    -       -             0        cn17640-enp5s0 
binary_ID0000025                    1   condorpool 12.405    1    12.405         25.815   0.0  14.0        -        13.0    -       -             0        cn17655-ens4   
binary_ID0000026                    1   condorpool 9.983     1    9.983          23.58    1.0  14.0        -        10.0    -       -             0        cn17658-enp5s0 
binary_ID0000023                    1   condorpool 10.578    1    10.578         23.735   1.0  14.0        -        11.0    -       -             0        cn17648-enp5s0 
binary_ID0000024                    1   condorpool 12.89     1    12.89          26.355   0.0  9.0         -        13.0    -       -             0        cn17655-ens4   
binary_ID0000021                    1   condorpool 10.698    1    10.698         22.27    1.0  9.0         -        11.0    -       -             0        cn17661-ens4   
binary_ID0000022                    1   condorpool 11.567    1    11.567         22.199   0.0  9.0         -        12.0    -       -             0        cn17648-enp5s0 
binary_ID0000030                    1   condorpool 12.984    1    12.984         26.782   0.0  8.0         -        14.0    -       -             0        cn17647-ens4   
binary_ID0000020                    1   condorpool 11.165    1    11.165         21.777   0.0  8.0         -        12.0    -       -             0        cn17661-ens4   
binary_ID0000031                    1   condorpool 12.655    1    12.655         26.882   0.0  3.0         -        13.0    -       -             0        cn17647-ens4   
process_ID0000036                   1   condorpool 7.934     1    7.934          23.379   0.0  0.0         -        9.0     -       -             0        cn17640-enp5s0 
process_ID0000047                   1   condorpool 9.628     1    9.628          24.227   0.0  0.0         -        10.0    -       -             0        cn17637-ens4   
process_ID0000037                   1   condorpool 7.282     1    7.282          21.657   0.0  9.0         -        7.0     -       -             0        cn17640-enp5s0 
process_ID0000038                   1   condorpool 8.863     1    8.863          22.854   0.0  10.0        -        9.0     -       -             0        cn17637-ens4   
process_ID0000039                   1   condorpool 8.257     1    8.257          21.999   0.0  16.0        -        9.0     -       -             0        cn17640-enp5s0 
process_ID0000032                   1   condorpool 10.221    1    10.221         25.32    0.0  14.0        -        10.0    -       -             0        cn17637-ens4   
