
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# afb16a1d-0774-4520-a14e-ac689e163a99 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.247     1    3.247          0.17     0.0  16.0        -        4.0     -       -             0        cn17639-ens4   
createfile_ID0000001                1   condorpool 5.502     1    5.502          8.313    0.0  1.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000003                    1   condorpool 8.026     1    8.026          15.955   0.0  0.0         -        8.0     -       -             0        cn17639-ens4   
binary_ID0000002                    1   condorpool 7.696     1    7.696          15.145   1.0  9.0         -        7.0     -       -             0        cn17639-ens4   
binary_ID0000007                    1   condorpool 7.839     1    7.839          19.587   0.0  0.0         -        8.0     -       -             0        cn17639-ens4   
binary_ID0000005                    1   condorpool 6.279     1    6.279          17.932   0.0  8.0         -        7.0     -       -             0        cn17639-ens4   
binary_ID0000006                    1   condorpool 7.103     1    7.103          17.782   1.0  15.0        -        7.0     -       -             0        cn17639-ens4   
binary_ID0000004                    1   condorpool 6.932     1    6.932          18.339   1.0  15.0        -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000008                    1   condorpool 7.779     1    7.779          18.939   1.0  0.0         -        8.0     -       -             0        cn17644-enp5s0 
binary_ID0000014                    1   condorpool 7.265     1    7.265          18.722   1.0  0.0         -        7.0     -       -             0        cn17639-ens4   
binary_ID0000015                    1   condorpool 5.968     1    5.968          16.108   0.0  8.0         -        6.0     -       -             0        cn17639-ens4   
binary_ID0000012                    1   condorpool 6.531     1    6.531          17.279   0.0  8.0         -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000013                    1   condorpool 6.166     1    6.166          16.669   0.0  14.0        -        6.0     -       -             0        cn17639-ens4   
binary_ID0000010                    1   condorpool 6.306     1    6.306          16.704   0.0  10.0        -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000011                    1   condorpool 6.883     1    6.883          17.307   0.0  15.0        -        8.0     -       -             0        cn17639-ens4   
binary_ID0000009                    1   condorpool 6.766     1    6.766          17.235   0.0  16.0        -        7.0     -       -             0        cn17636-enp5s0 
binary_ID0000018                    1   condorpool 7.87      1    7.87           17.517   0.0  1.0         -        8.0     -       -             0        cn17644-enp5s0 
binary_ID0000029                    1   condorpool 7.975     1    7.975          18.485   0.0  0.0         -        8.0     -       -             0        cn17639-ens4   
binary_ID0000019                    1   condorpool 6.165     1    6.165          16.861   0.0  8.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000016                    1   condorpool 6.711     1    6.711          17.389   0.0  8.0         -        7.0     -       -             0        cn17639-ens4   
binary_ID0000027                    1   condorpool 6.974     1    6.974          17.215   0.0  14.0        -        7.0     -       -             0        cn17637-ens4   
binary_ID0000017                    1   condorpool 6.85      1    6.85           17.666   0.0  10.0        -        7.0     -       -             0        cn17639-ens4   
binary_ID0000028                    1   condorpool 7.711     1    7.711          19.555   1.0  15.0        -        8.0     -       -             0        cn17662-enp5s0 
binary_ID0000025                    1   condorpool 8.258     1    8.258          17.386   1.0  15.0        -        9.0     -       -             0        cn17635-ens4   
binary_ID0000026                    1   condorpool 7.369     1    7.369          16.607   1.0  15.0        -        8.0     -       -             0        cn17636-enp5s0 
binary_ID0000023                    1   condorpool 7.33      1    7.33           17.408   1.0  15.0        -        8.0     -       -             0        cn17637-ens4   
binary_ID0000024                    1   condorpool 7.767     1    7.767          17.723   1.0  10.0        -        8.0     -       -             0        cn17640-enp5s0 
binary_ID0000021                    1   condorpool 6.856     1    6.856          16.928   0.0  14.0        -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000022                    1   condorpool 7.951     1    7.951          17.5     1.0  10.0        -        9.0     -       -             0        cn17642-enp5s0 
binary_ID0000030                    1   condorpool 6.784     1    6.784          17.633   1.0  11.0        -        7.0     -       -             0        cn17639-ens4   
binary_ID0000020                    1   condorpool 7.065     1    7.065          17.398   0.0  17.0        -        7.0     -       -             0        cn17636-enp5s0 
