
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 7a73da8e-03b6-4d6a-859d-e71e33942675 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.763     1    3.763          0.166    0.0  15.0        -        4.0     -       -             0        cn17644-enp5s0 
createfile_ID0000001                1   condorpool 3.038     1    3.038          4.824    0.0  4.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000003                    1   condorpool 2.257     1    2.257          7.335    0.0  1.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000002                    1   condorpool 2.136     1    2.136          7.552    0.0  2.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000007                    1   condorpool 2.123     1    2.123          7.441    0.0  1.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000005                    1   condorpool 2.133     1    2.133          7.268    0.0  2.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000006                    1   condorpool 1.969     1    1.969          7.082    0.0  5.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000004                    1   condorpool 2.163     1    2.163          7.289    0.0  7.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000008                    1   condorpool 2.11      1    2.11           7.264    1.0  1.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000014                    1   condorpool 2.14      1    2.14           7.325    0.0  3.0         -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000015                    1   condorpool 2.236     1    2.236          7.448    0.0  9.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000012                    1   condorpool 2.12      1    2.12           7.391    0.0  11.0        -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000013                    1   condorpool 2.035     1    2.035          7.334    0.0  13.0        -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000010                    1   condorpool 2.029     1    2.029          6.856    1.0  11.0        -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000011                    1   condorpool 2.169     1    2.169          7.489    1.0  13.0        -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000009                    1   condorpool 1.941     1    1.941          7.075    0.0  15.0        -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000018                    1   condorpool 2.122     1    2.122          7.527    0.0  0.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000029                    1   condorpool 2.114     1    2.114          7.578    0.0  3.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000019                    1   condorpool 2.133     1    2.133          7.285    0.0  5.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000016                    1   condorpool 2.656     1    2.656          7.051    0.0  6.0         -        3.0     -       -             0        cn17653-ens4   
binary_ID0000027                    1   condorpool 3.656     1    3.656          5.935    0.0  6.0         -        4.0     -       -             0        cn17662-enp5s0 
binary_ID0000017                    1   condorpool 2.611     1    2.611          5.671    0.0  0.0         -        3.0     -       -             0        cn17653-ens4   
binary_ID0000028                    1   condorpool 2.198     1    2.198          5.582    0.0  0.0         -        2.0     -       -             0        cn17658-enp5s0 
binary_ID0000025                    1   condorpool 1.973     1    1.973          7.322    0.0  2.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000026                    1   condorpool 2.127     1    2.127          5.537    0.0  4.0         -        3.0     -       -             0        cn17662-enp5s0 
binary_ID0000023                    1   condorpool 2.103     1    2.103          7.359    0.0  4.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000024                    1   condorpool 2.167     1    2.167          7.138    0.0  2.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000021                    1   condorpool 2.102     1    2.102          7.115    1.0  4.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000022                    1   condorpool 2.074     1    2.074          7.144    1.0  6.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000030                    1   condorpool 2.476     1    2.476          5.688    0.0  0.0         -        3.0     -       -             0        cn17653-ens4   
binary_ID0000020                    1   condorpool 2.115     1    2.115          7.548    0.0  9.0         -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000031                    1   condorpool 2.055     1    2.055          5.603    1.0  0.0         -        3.0     -       -             0        cn17653-ens4   
process_ID0000036                   1   condorpool 2.007     1    2.007          7.035    0.0  0.0         -        2.0     -       -             0        cn17644-enp5s0 
process_ID0000047                   1   condorpool 2.017     1    2.017          7.059    0.0  3.0         -        2.0     -       -             0        cn17644-enp5s0 
process_ID0000037                   1   condorpool 1.982     1    1.982          6.745    0.0  5.0         -        2.0     -       -             0        cn17644-enp5s0 
process_ID0000038                   1   condorpool 1.869     1    1.869          6.799    0.0  7.0         -        2.0     -       -             0        cn17644-enp5s0 
process_ID0000039                   1   condorpool 2.083     1    2.083          7.239    0.0  9.0         -        4.0     -       -             0        cn17644-enp5s0 
process_ID0000032                   1   condorpool 2.466     1    2.466          5.66     0.0  4.0         -        4.0     -       -             0        cn17647-ens4   
process_ID0000043                   1   condorpool 2.04      1    2.04           4.981    0.0  3.0         -        4.0     -       -             0        cn17648-enp5s0 
process_ID0000033                   1   condorpool 2.367     1    2.367          5.931    0.0  3.0         -        4.0     -       -             0        cn17658-enp5s0 
process_ID0000044                   1   condorpool 2.116     1    2.116          5.508    0.0  3.0         -        4.0     -       -             0        cn17642-enp5s0 
process_ID0000034                   1   condorpool 2.237     1    2.237          3.622    0.0  3.0         -        4.0     -       -             0        cn17648-enp5s0 
process_ID0000045                   1   condorpool 1.866     1    1.866          7.008    0.0  0.0         -        3.0     -       -             0        cn17644-enp5s0 
process_ID0000035                   1   condorpool 1.955     1    1.955          5.43     0.0  1.0         -        2.0     -       -             0        cn17658-enp5s0 
process_ID0000046                   1   condorpool 1.983     1    1.983          7.091    0.0  1.0         -        2.0     -       -             0        cn17644-enp5s0 
process_ID0000040                   1   condorpool 2.286     1    2.286          7.061    0.0  2.0         -        2.0     -       -             0        cn17644-enp5s0 
process_ID0000041                   1   condorpool 1.915     1    1.915          6.701    0.0  2.0         -        2.0     -       -             0        cn17644-enp5s0 
process_ID0000042                   1   condorpool 1.838     1    1.838          6.871    0.0  0.0         -        2.0     -       -             0        cn17644-enp5s0 
process_ID0000058                   1   condorpool 1.851     1    1.851          6.807    0.0  1.0         -        2.0     -       -             0        cn17644-enp5s0 
