
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 0c7b2ab3-be65-46cc-93c8-c08b93efef5b (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.197     1    3.197          0.15     1.0  22.0        -        3.0     -       -             0        cn17644-enp5s0 
createfile_ID0000001                1   condorpool 2.254     1    2.254          7.925    0.0  0.0         -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000003                    1   condorpool 3.28      1    3.28           11.612   0.0  1.0         -        4.0     -       -             0        cn17644-enp5s0 
binary_ID0000002                    1   condorpool 2.8       1    2.8            11.682   0.0  5.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000007                    1   condorpool 2.929     1    2.929          11.804   0.0  0.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000005                    1   condorpool 2.429     1    2.429          10.64    1.0  3.0         -        4.0     -       -             0        cn17644-enp5s0 
binary_ID0000006                    1   condorpool 2.489     1    2.489          9.304    1.0  7.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000004                    1   condorpool 2.441     1    2.441          10.877   0.0  10.0        -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000008                    1   condorpool 2.9       1    2.9            11.895   0.0  0.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000014                    1   condorpool 2.646     1    2.646          11.149   1.0  4.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000015                    1   condorpool 2.435     1    2.435          10.414   1.0  8.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000012                    1   condorpool 2.405     1    2.405          11.031   0.0  11.0        -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000013                    1   condorpool 2.397     1    2.397          10.811   0.0  14.0        -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000010                    1   condorpool 2.546     1    2.546          11.665   0.0  11.0        -        2.0     -       -             0        cn17644-enp5s0 
binary_ID0000011                    1   condorpool 3.329     1    3.329          9.072    0.0  12.0        -        5.0     -       -             0        cn17660-enp5s0 
binary_ID0000009                    1   condorpool 3.309     1    3.309          11.325   0.0  12.0        -        4.0     -       -             0        cn17653-ens4   
binary_ID0000018                    1   condorpool 3.101     1    3.101          11.335   0.0  1.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000029                    1   condorpool 2.679     1    2.679          11.269   0.0  5.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000019                    1   condorpool 2.582     1    2.582          11.164   0.0  8.0         -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000016                    1   condorpool 2.516     1    2.516          10.862   1.0  10.0        -        4.0     -       -             0        cn17644-enp5s0 
binary_ID0000027                    1   condorpool 3.141     1    3.141          11.209   0.0  0.0         -        3.0     -       -             0        cn17653-ens4   
binary_ID0000017                    1   condorpool 2.937     1    2.937          11.448   0.0  10.0        -        4.0     -       -             0        cn17644-enp5s0 
binary_ID0000028                    1   condorpool 3.15      1    3.15           10.8     0.0  15.0        -        3.0     -       -             0        cn17644-enp5s0 
binary_ID0000025                    1   condorpool 2.944     1    2.944          10.929   0.0  0.0         -        3.0     -       -             0        cn17653-ens4   
binary_ID0000026                    1   condorpool 3.705     1    3.705          10.115   1.0  4.0         -        4.0     -       -             0        cn17653-ens4   
binary_ID0000023                    1   condorpool 3.115     1    3.115          9.803    0.0  0.0         -        4.0     -       -             0        cn17660-enp5s0 
binary_ID0000024                    1   condorpool 3.455     1    3.455          11.115   0.0  3.0         -        4.0     -       -             0        cn17653-ens4   
binary_ID0000021                    1   condorpool 3.254     1    3.254          12.501   0.0  11.0        -        4.0     -       -             0        cn17637-ens4   
binary_ID0000022                    1   condorpool 3.644     1    3.644          9.163    1.0  0.0         -        4.0     -       -             0        cn17660-enp5s0 
binary_ID0000030                    1   condorpool 3.113     1    3.113          11.224   0.0  9.0         -        3.0     -       -             0        cn17653-ens4   
binary_ID0000020                    1   condorpool 3.541     1    3.541          11.956   0.0  11.0        -        4.0     -       -             0        cn17637-ens4   
binary_ID0000031                    1   condorpool 2.751     1    2.751          10.985   0.0  6.0         -        4.0     -       -             0        cn17653-ens4   
process_ID0000036                   1   condorpool 3.068     1    3.068          12.062   0.0  0.0         -        3.0     -       -             0        cn17644-enp5s0 
process_ID0000047                   1   condorpool 2.876     1    2.876          10.525   1.0  3.0         -        4.0     -       -             0        cn17644-enp5s0 
process_ID0000037                   1   condorpool 2.806     1    2.806          11.533   0.0  7.0         -        4.0     -       -             0        cn17644-enp5s0 
process_ID0000038                   1   condorpool 2.809     1    2.809          12.206   0.0  11.0        -        3.0     -       -             0        cn17644-enp5s0 
process_ID0000039                   1   condorpool 3.88      1    3.88           10.798   1.0  1.0         -        5.0     -       -             0        cn17637-ens4   
process_ID0000032                   1   condorpool 3.416     1    3.416          12.287   0.0  7.0         -        4.0     -       -             0        cn17644-enp5s0 
process_ID0000043                   1   condorpool 2.945     1    2.945          13.132   2.0  11.0        -        4.0     -       -             0        cn17644-enp5s0 
process_ID0000033                   1   condorpool 3.062     1    3.062          12.091   1.0  15.0        -        4.0     -       -             0        cn17644-enp5s0 
process_ID0000044                   1   condorpool 3.175     1    3.175          11.099   1.0  15.0        -        4.0     -       -             0        cn17644-enp5s0 
process_ID0000034                   1   condorpool 3.852     1    3.852          10.95    1.0  14.0        -        5.0     -       -             0        cn17655-ens4   
process_ID0000045                   1   condorpool 3.07      1    3.07           11.207   1.0  9.0         -        4.0     -       -             0        cn17662-enp5s0 
