
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 3de12da7-f7a7-4a5f-9122-4e61e6d0ea24 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.199     1    3.199          0.154    1.0  19.0        -        3.0     -       -             0        cn17660-enp5s0 
createfile_ID0000001                1   condorpool 4.65      1    4.65           9.815    0.0  4.0         -        5.0     -       -             0        cn17660-enp5s0 
binary_ID0000003                    1   condorpool 6.919     1    6.919          17.797   0.0  4.0         -        8.0     -       -             0        cn17661-ens4   
binary_ID0000002                    1   condorpool 7.74      1    7.74           17.126   0.0  4.0         -        8.0     -       -             0        cn17661-ens4   
binary_ID0000007                    1   condorpool 6.482     1    6.482          18.169   0.0  0.0         -        7.0     -       -             0        cn17658-enp5s0 
binary_ID0000005                    1   condorpool 6.697     1    6.697          18.006   0.0  0.0         -        7.0     -       -             0        cn17642-enp5s0 
binary_ID0000006                    1   condorpool 5.887     1    5.887          17.443   0.0  7.0         -        6.0     -       -             0        cn17658-enp5s0 
binary_ID0000004                    1   condorpool 6.862     1    6.862          18.065   0.0  7.0         -        7.0     -       -             0        cn17642-enp5s0 
binary_ID0000008                    1   condorpool 9.864     1    9.864          18.51    0.0  14.0        -        11.0    -       -             0        cn17645-ens4   
binary_ID0000014                    1   condorpool 8.314     1    8.314          18.525   0.0  15.0        -        9.0     -       -             0        cn17640-enp5s0 
binary_ID0000015                    1   condorpool 9.047     1    9.047          18.203   0.0  15.0        -        9.0     -       -             0        cn17640-enp5s0 
binary_ID0000012                    1   condorpool 8.122     1    8.122          18.766   0.0  15.0        -        8.0     -       -             0        cn17656-enp5s0 
binary_ID0000013                    1   condorpool 7.932     1    7.932          20.851   0.0  15.0        -        8.0     -       -             0        cn17656-enp5s0 
