
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# db4f7f38-0c34-471d-9dde-dc2ea45105cf (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.679     1    3.679          0.182    0.0  8.0         -        4.0     -       -             0        cn17639-ens4   
createfile_ID0000001                1   condorpool 6.751     1    6.751          9.614    0.0  0.0         -        7.0     -       -             0        cn17639-ens4   
binary_ID0000003                    1   condorpool 10.171    1    10.171         18.639   0.0  0.0         -        10.0    -       -             0        cn17639-ens4   
binary_ID0000002                    1   condorpool 9.509     1    9.509          18.662   0.0  10.0        -        10.0    -       -             0        cn17639-ens4   
binary_ID0000007                    1   condorpool 8.995     1    8.995          21.391   0.0  1.0         -        9.0     -       -             0        cn17639-ens4   
binary_ID0000005                    1   condorpool 9.278     1    9.278          21.262   0.0  7.0         -        9.0     -       -             0        cn17637-ens4   
binary_ID0000006                    1   condorpool 9.718     1    9.718          22.704   0.0  6.0         -        10.0    -       -             0        cn17662-enp5s0 
binary_ID0000004                    1   condorpool 9.052     1    9.052          20.308   0.0  6.0         -        9.0     -       -             0        cn17644-enp5s0 
binary_ID0000008                    1   condorpool 8.481     1    8.481          21.579   0.0  1.0         -        8.0     -       -             0        cn17644-enp5s0 
binary_ID0000014                    1   condorpool 8.518     1    8.518          21.205   0.0  9.0         -        9.0     -       -             0        cn17644-enp5s0 
binary_ID0000015                    1   condorpool 8.217     1    8.217          19.892   0.0  17.0        -        9.0     -       -             0        cn17644-enp5s0 
