
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 2709af8b-9fa3-40a9-bddd-2d8afc76e6ea (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.195     1    3.195          0.152    0.0  12.0        -        3.0     -       -             0        cn17644-enp5s0 
createfile_ID0000001                1   condorpool 4.609     1    4.609          11.779   0.0  0.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000003                    1   condorpool 6.475     1    6.475          18.133   0.0  0.0         -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000002                    1   condorpool 5.326     1    5.326          18.023   1.0  7.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000007                    1   condorpool 5.788     1    5.788          18.678   0.0  0.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000005                    1   condorpool 4.803     1    4.803          16.071   0.0  6.0         -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000006                    1   condorpool 5.593     1    5.593          18.154   0.0  11.0        -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000004                    1   condorpool 4.64      1    4.64           15.564   1.0  17.0        -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000008                    1   condorpool 5.289     1    5.289          17.368   1.0  0.0         -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000014                    1   condorpool 4.718     1    4.718          15.618   0.0  6.0         -        4.0     -       -             0        cn17644-enp5s0 
binary_ID0000015                    1   condorpool 4.984     1    4.984          16.57    0.0  11.0        -        5.0     -       -             0        cn17644-enp5s0 
