
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# fd03f751-d72d-44d6-8d05-d0f983eef161 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.194     1    3.194          0.151    0.0  17.0        -        4.0     -       -             0        cn17643-ens4   
createfile_ID0000001                1   condorpool 1.205     1    1.205          2.508    1.0  1.0         -        1.0     -       -             0        cn17643-ens4   
stage_out_remote_condorpool_0_0     1   condorpool 2.532     1    2.532          0.309    0.0  0.0         -        3.0     -       -             0        cn17643-ens4   
binary_ID0000003                    1   condorpool 1.335     1    1.335          3.483    0.0  3.0         -        1.0     -       -             0        cn17643-ens4   
binary_ID0000002                    1   condorpool 1.328     1    1.328          3.632    0.0  5.0         -        1.0     -       -             0        cn17643-ens4   
binary_ID0000007                    1   condorpool 1.311     1    1.311          3.385    0.0  8.0         -        2.0     -       -             0        cn17643-ens4   
binary_ID0000005                    1   condorpool 1.443     1    1.443          3.687    0.0  7.0         -        2.0     -       -             0        cn17651-ens4   
binary_ID0000006                    1   condorpool 7.448     1    7.448          5.015    0.0  7.0         -        8.0     -       -             -11      cn17656-enp5s0 
binary_ID0000004                    1   condorpool 1.37      1    1.37           3.664    0.0  7.0         -        2.0     -       -             0        cn17658-enp5s0 
binary_ID0000006                    2   condorpool 1.375     1    1.375          3.525    1.0  0.0         -        2.0     -       -             0        cn17651-ens4   
binary_ID0000008                    1   condorpool 1.375     1    1.375          3.64     0.0  0.0         -        1.0     -       -             0        cn17651-ens4   
binary_ID0000014                    1   condorpool 1.372     1    1.372          3.537    0.0  2.0         -        1.0     -       -             0        cn17651-ens4   
binary_ID0000015                    1   condorpool 1.405     1    1.405          3.043    0.0  3.0         -        2.0     -       -             0        cn17651-ens4   
binary_ID0000012                    1   condorpool 1.416     1    1.416          3.09     0.0  5.0         -        2.0     -       -             0        cn17651-ens4   
binary_ID0000013                    1   condorpool 1.464     1    1.464          3.102    0.0  7.0         -        2.0     -       -             0        cn17651-ens4   
binary_ID0000010                    1   condorpool 1.363     1    1.363          3.461    0.0  2.0         -        2.0     -       -             0        cn17643-ens4   
binary_ID0000011                    1   condorpool 9.386     1    9.386          5.059    0.0  2.0         -        10.0    -       -             -11      cn17656-enp5s0 
binary_ID0000009                    1   condorpool 1.345     1    1.345          3.545    0.0  1.0         -        2.0     -       -             0        cn17658-enp5s0 
binary_ID0000011                    2   condorpool 1.416     1    1.416          3.069    1.0  1.0         -        1.0     -       -             0        cn17651-ens4   
binary_ID0000018                    1   condorpool 1.368     1    1.368          3.678    0.0  0.0         -        2.0     -       -             0        cn17651-ens4   
binary_ID0000029                    1   condorpool 1.408     1    1.408          3.074    0.0  2.0         -        1.0     -       -             0        cn17651-ens4   
