
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 131d409a-7661-4894-a928-2c0006b411bf (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.58      1    3.58           0.162    0.0  15.0        -        4.0     -       -             0        cn17644-enp5s0 
createfile_ID0000001                1   condorpool 5.5       1    5.5            13.017   0.0  0.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000003                    1   condorpool 6.437     1    6.437          20.338   0.0  0.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000002                    1   condorpool 6.79      1    6.79           21.131   0.0  7.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000007                    1   condorpool 6.609     1    6.609          21.348   1.0  0.0         -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000005                    1   condorpool 6.475     1    6.475          21.268   0.0  7.0         -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000006                    1   condorpool 6.573     1    6.573          20.803   0.0  14.0        -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000004                    1   condorpool 7.445     1    7.445          23.099   0.0  20.0        -        7.0     -       -             0        cn17647-ens4   
binary_ID0000008                    1   condorpool 7.347     1    7.347          22.329   0.0  1.0         -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000014                    1   condorpool 6.187     1    6.187          19.977   0.0  8.0         -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000015                    1   condorpool 6.522     1    6.522          20.512   1.0  15.0        -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000012                    1   condorpool 8.038     1    8.038          19.429   0.0  19.0        -        9.0     -       -             0        cn17661-ens4   
binary_ID0000013                    1   condorpool 8.087     1    8.087          19.85    0.0  19.0        -        9.0     -       -             0        cn17661-ens4   
binary_ID0000010                    1   condorpool 8.79      1    8.79           23.623   0.0  14.0        -        9.0     -       -             0        cn17636-enp5s0 
binary_ID0000011                    1   condorpool 8.385     1    8.385          21.767   0.0  14.0        -        9.0     -       -             0        cn17636-enp5s0 
binary_ID0000009                    1   condorpool 7.338     1    7.338          20.243   0.0  14.0        -        8.0     -       -             0        cn17644-enp5s0 
binary_ID0000018                    1   condorpool 8.188     1    8.188          23.064   0.0  0.0         -        8.0     -       -             0        cn17644-enp5s0 
binary_ID0000029                    1   condorpool 8.099     1    8.099          23.736   0.0  0.0         -        8.0     -       -             0        cn17644-enp5s0 
binary_ID0000019                    1   condorpool 8.552     1    8.552          22.609   1.0  9.0         -        8.0     -       -             0        cn17644-enp5s0 
binary_ID0000016                    1   condorpool 7.888     1    7.888          22.847   1.0  9.0         -        8.0     -       -             0        cn17644-enp5s0 
binary_ID0000027                    1   condorpool 7.15      1    7.15           20.731   0.0  17.0        -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000017                    1   condorpool 8.946     1    8.946          22.814   0.0  12.0        -        9.0     -       -             0        cn17644-enp5s0 
binary_ID0000028                    1   condorpool 9.175     1    9.175          20.261   0.0  15.0        -        10.0    -       -             0        cn17660-enp5s0 
binary_ID0000025                    1   condorpool 10.178    1    10.178         23.346   0.0  15.0        -        11.0    -       -             0        cn17639-ens4   
binary_ID0000026                    1   condorpool 8.65      1    8.65           22.145   0.0  18.0        -        9.0     -       -             0        cn17644-enp5s0 
