
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# f1dc5fa9-1cb4-40d5-9d92-5e2420d6fdb9 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.262     1    3.262          0.169    1.0  4.0         -        3.0     -       -             0        cn17639-ens4   
createfile_ID0000001                1   condorpool 1.51      1    1.51           0.205    0.0  0.0         -        2.0     -       -             0        cn17639-ens4   
binary_ID0000003                    1   condorpool 2.155     1    2.155          0.194    0.0  0.0         -        3.0     -       -             0        cn17639-ens4   
binary_ID0000002                    1   condorpool 2.076     1    2.076          0.178    0.0  3.0         -        2.0     -       -             0        cn17639-ens4   
binary_ID0000007                    1   condorpool 2.145     1    2.145          0.197    0.0  0.0         -        2.0     -       -             0        cn17639-ens4   
binary_ID0000005                    1   condorpool 2.138     1    2.138          0.195    0.0  2.0         -        3.0     -       -             0        cn17639-ens4   
binary_ID0000006                    1   condorpool 2.242     1    2.242          0.113    0.0  5.0         -        2.0     -       -             0        cn17639-ens4   
binary_ID0000004                    1   condorpool 2.042     1    2.042          0.178    0.0  7.0         -        3.0     -       -             0        cn17639-ens4   
binary_ID0000008                    1   condorpool 2.213     1    2.213          0.112    0.0  1.0         -        2.0     -       -             0        cn17639-ens4   
binary_ID0000014                    1   condorpool 2.182     1    2.182          0.111    0.0  2.0         -        3.0     -       -             0        cn17639-ens4   
binary_ID0000015                    1   condorpool 1.952     1    1.952          0.159    0.0  5.0         -        2.0     -       -             0        cn17639-ens4   
