
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 479402f2-d68e-4cbb-9d81-9499cb9d2951 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.265     1    3.265          0.172    1.0  17.0        -        3.0     -       -             0        cn17639-ens4   
createfile_ID0000001                1   condorpool 3.143     1    3.143          0.31     0.0  0.0         -        3.0     -       -             0        cn17639-ens4   
binary_ID0000003                    1   condorpool 4.1       1    4.1            0.351    0.0  0.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000002                    1   condorpool 4.362     1    4.362          0.217    1.0  5.0         -        4.0     -       -             0        cn17639-ens4   
binary_ID0000007                    1   condorpool 3.946     1    3.946          0.324    0.0  0.0         -        4.0     -       -             0        cn17639-ens4   
binary_ID0000005                    1   condorpool 4.338     1    4.338          0.216    0.0  4.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000006                    1   condorpool 4.515     1    4.515          0.217    1.0  9.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000004                    1   condorpool 4.197     1    4.197          0.354    0.0  11.0        -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000008                    1   condorpool 4.286     1    4.286          0.211    0.0  0.0         -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000014                    1   condorpool 4.188     1    4.188          0.372    0.0  0.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000015                    1   condorpool 4.805     1    4.805          0.22     0.0  5.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000012                    1   condorpool 3.916     1    3.916          0.346    0.0  5.0         -        4.0     -       -             0        cn17644-enp5s0 
binary_ID0000013                    1   condorpool 3.926     1    3.926          0.394    0.0  9.0         -        4.0     -       -             0        cn17644-enp5s0 
binary_ID0000010                    1   condorpool 4.811     1    4.811          0.218    0.0  5.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000011                    1   condorpool 4.19      1    4.19           0.207    0.0  7.0         -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000009                    1   condorpool 4.774     1    4.774          0.219    0.0  9.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000018                    1   condorpool 4.338     1    4.338          0.39     1.0  0.0         -        4.0     -       -             0        cn17644-enp5s0 
binary_ID0000029                    1   condorpool 4.933     1    4.933          0.224    1.0  0.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000019                    1   condorpool 4.812     1    4.812          0.37     1.0  5.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000016                    1   condorpool 4.665     1    4.665          0.259    0.0  5.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000027                    1   condorpool 4.86      1    4.86           0.335    1.0  8.0         -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000017                    1   condorpool 4.775     1    4.775          0.381    1.0  3.0         -        5.0     -       -             0        cn17636-enp5s0 
binary_ID0000028                    1   condorpool 4.906     1    4.906          0.221    1.0  3.0         -        5.0     -       -             0        cn17637-ens4   
binary_ID0000025                    1   condorpool 4.865     1    4.865          0.226    1.0  3.0         -        5.0     -       -             0        cn17640-enp5s0 
