
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 96c0b71b-b47d-4826-b484-7b7acff5fda1 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.507     1    3.507          0.176    1.0  8.0         -        3.0     -       -             0        cn17639-ens4   
createfile_ID0000001                1   condorpool 5.526     1    5.526          0.677    0.0  0.0         -        6.0     -       -             0        cn17639-ens4   
binary_ID0000003                    1   condorpool 8.91      1    8.91           0.419    0.0  0.0         -        9.0     -       -             0        cn17639-ens4   
binary_ID0000002                    1   condorpool 8.562     1    8.562          0.408    1.0  10.0        -        8.0     -       -             0        cn17639-ens4   
binary_ID0000007                    1   condorpool 8.708     1    8.708          0.418    0.0  0.0         -        9.0     -       -             0        cn17639-ens4   
binary_ID0000005                    1   condorpool 9.877     1    9.877          0.435    1.0  9.0         -        10.0    -       -             0        cn17639-ens4   
binary_ID0000006                    1   condorpool 9.302     1    9.302          0.436    0.0  12.0        -        10.0    -       -             0        cn17644-enp5s0 
binary_ID0000004                    1   condorpool 9.296     1    9.296          0.43     0.0  12.0        -        10.0    -       -             0        cn17636-enp5s0 
binary_ID0000008                    1   condorpool 10.372    1    10.372         0.436    0.0  0.0         -        11.0    -       -             0        cn17639-ens4   
binary_ID0000014                    1   condorpool 8.953     1    8.953          0.756    0.0  1.0         -        9.0     -       -             0        cn17644-enp5s0 
binary_ID0000015                    1   condorpool 9.936     1    9.936          0.439    0.0  1.0         -        10.0    -       -             0        cn17636-enp5s0 
binary_ID0000012                    1   condorpool 10.083    1    10.083         0.448    0.0  9.0         -        10.0    -       -             0        cn17644-enp5s0 
binary_ID0000013                    1   condorpool 10.044    1    10.044         0.432    0.0  10.0        -        10.0    -       -             0        cn17639-ens4   
binary_ID0000010                    1   condorpool 8.647     1    8.647          0.753    0.0  5.0         -        9.0     -       -             0        cn17639-ens4   
binary_ID0000011                    1   condorpool 9.076     1    9.076          0.755    0.0  14.0        -        9.0     -       -             0        cn17637-ens4   
binary_ID0000009                    1   condorpool 8.77      1    8.77           0.749    0.0  14.0        -        9.0     -       -             0        cn17636-enp5s0 
binary_ID0000018                    1   condorpool 8.99      1    8.99           0.767    1.0  0.0         -        10.0    -       -             0        cn17639-ens4   
binary_ID0000029                    1   condorpool 9.432     1    9.432          0.428    1.0  1.0         -        9.0     -       -             0        cn17637-ens4   
binary_ID0000019                    1   condorpool 9.398     1    9.398          0.791    1.0  1.0         -        9.0     -       -             0        cn17636-enp5s0 
binary_ID0000016                    1   condorpool 9.943     1    9.943          0.432    0.0  10.0        -        10.0    -       -             0        cn17639-ens4   
binary_ID0000027                    1   condorpool 9.282     1    9.282          0.437    1.0  9.0         -        9.0     -       -             0        cn17640-enp5s0 
binary_ID0000017                    1   condorpool 9.682     1    9.682          0.69     0.0  14.0        -        10.0    -       -             0        cn17644-enp5s0 
binary_ID0000028                    1   condorpool 9.12      1    9.12           0.565    0.0  14.0        -        9.0     -       -             0        cn17640-enp5s0 
binary_ID0000025                    1   condorpool 9.474     1    9.474          0.525    0.0  14.0        -        10.0    -       -             0        cn17635-ens4   
binary_ID0000026                    1   condorpool 9.583     1    9.583          0.431    0.0  14.0        -        10.0    -       -             0        cn17642-enp5s0 
binary_ID0000023                    1   condorpool 9.284     1    9.284          0.423    0.0  14.0        -        10.0    -       -             0        cn17637-ens4   
binary_ID0000024                    1   condorpool 10.482    1    10.482         0.438    0.0  9.0         -        11.0    -       -             0        cn17639-ens4   
binary_ID0000021                    1   condorpool 9.587     1    9.587          0.442    0.0  9.0         -        10.0    -       -             0        cn17662-enp5s0 
binary_ID0000022                    1   condorpool 9.187     1    9.187          0.43     1.0  19.0        -        9.0     -       -             0        cn17637-ens4   
binary_ID0000030                    1   condorpool 8.334     1    8.334          0.727    0.0  1.0         -        8.0     -       -             0        cn17636-enp5s0 
binary_ID0000020                    1   condorpool 9.036     1    9.036          0.76     1.0  19.0        -        9.0     -       -             0        cn17635-ens4   
binary_ID0000031                    1   condorpool 8.348     1    8.348          0.743    0.0  4.0         -        9.0     -       -             0        cn17636-enp5s0 
process_ID0000036                   1   condorpool 11.701    1    11.701         0.7      1.0  0.0         -        12.0    -       -             0        cn17635-ens4   
process_ID0000047                   1   condorpool 11.294    1    11.294         0.517    0.0  0.0         -        12.0    -       -             0        cn17639-ens4   
process_ID0000037                   1   condorpool 11.317    1    11.317         0.916    1.0  0.0         -        12.0    -       -             0        cn17640-enp5s0 
process_ID0000038                   1   condorpool 12.213    1    12.213         0.637    1.0  0.0         -        13.0    -       -             0        cn17637-ens4   
process_ID0000039                   1   condorpool 12.024    1    12.024         0.597    0.0  12.0        -        12.0    -       -             0        cn17637-ens4   
process_ID0000032                   1   condorpool 10.162    1    10.162         0.473    0.0  7.0         -        10.0    -       -             0        cn17639-ens4   
process_ID0000043                   1   condorpool 9.469     1    9.469          0.467    0.0  7.0         -        10.0    -       -             0        cn17640-enp5s0 
process_ID0000033                   1   condorpool 10.408    1    10.408         0.525    0.0  14.0        -        11.0    -       -             0        cn17644-enp5s0 
