
# Transformation - name of the transformation.
# Count          - the number of times the invocations corresponding to
#                  the transformation was executed.
# Succeeded      - the count of the succeeded invocations corresponding
#                  to the transformation.
# Failed         - the count of the failed invocations corresponding to
#                  the transformation.
# Min(sec)       - the minimum invocation runtime value corresponding
#                  to the transformation.
# Max(sec)       - the maximum invocation runtime value corresponding
#                  to the transformation.
# Mean(sec)      - the mean of the invocation runtime corresponding
#                  to the transformation.
# Total(sec)     - the cumulative of invocation runtime corresponding
#                  to the transformation.

# cf7109b4-f9db-48be-9dbb-f735b6cb51b4 (binary-tree)
Transformation           Count     Succeeded Failed  Min       Max       Mean            Total     
binary                   30        30        0       2.221     4.979     3.096           92.887    
createfile               1         1         0       1.717     1.717     1.717           1.717     
dagman::post             106       106       0       0.0       1.0       0.047           5.0       
gather                   1         1         0       40.166    40.166    40.166          40.166    
pegasus::dirmanager      1         1         0       3.198     3.198     3.198           3.198     
pegasus::transfer        1         1         0       38.042    38.042    38.042          38.042    
process                  64        64        0       1.626     4.689     2.715           173.789   
reduce                   8         8         0       4.581     7.211     5.708           45.665    


# All (All)
Transformation           Count     Succeeded Failed  Min       Max       Mean            Total     
binary                   30        30        0       2.221     4.979     3.096           92.887    
createfile               1         1         0       1.717     1.717     1.717           1.717     
dagman::post             106       106       0       0.0       1.0       0.047           5.0       
gather                   1         1         0       40.166    40.166    40.166          40.166    
pegasus::dirmanager      1         1         0       3.198     3.198     3.198           3.198     
pegasus::transfer        1         1         0       38.042    38.042    38.042          38.042    
process                  64        64        0       1.626     4.689     2.715           173.789   
reduce                   8         8         0       4.581     7.211     5.708           45.665    
