
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# a34c6236-8d74-4552-ab79-dcb5d5a568cc (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.198     1    3.198          0.149    0.0  6.0         -        4.0     -       -             0        cn17644-enp5s0 
createfile_ID0000001                1   condorpool 3.915     1    3.915          6.425    1.0  0.0         -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000003                    1   condorpool 6.48      1    6.48           9.303    0.0  0.0         -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000002                    1   condorpool 5.97      1    5.97           8.67     1.0  7.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000007                    1   condorpool 5.759     1    5.759          8.616    0.0  0.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000005                    1   condorpool 5.695     1    5.695          8.417    0.0  6.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000006                    1   condorpool 5.603     1    5.603          11.676   0.0  6.0         -        6.0     -       -             0        cn17639-ens4   
binary_ID0000004                    1   condorpool 5.373     1    5.373          11.459   0.0  6.0         -        6.0     -       -             0        cn17637-ens4   
binary_ID0000008                    1   condorpool 5.055     1    5.055          10.754   0.0  0.0         -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000014                    1   condorpool 4.987     1    4.987          10.332   0.0  0.0         -        5.0     -       -             0        cn17637-ens4   
binary_ID0000015                    1   condorpool 7.676     1    7.676          6.209    1.0  0.0         -        8.0     -       -             -6       cn17639-ens4   
binary_ID0000012                    1   condorpool 4.701     1    4.701          9.945    1.0  5.0         -        5.0     -       -             0        cn17644-enp5s0 
binary_ID0000013                    1   condorpool 4.918     1    4.918          10.119   0.0  5.0         -        6.0     -       -             0        cn17637-ens4   
binary_ID0000010                    1   condorpool 4.794     1    4.794          10.327   0.0  3.0         -        5.0     -       -             0        cn17639-ens4   
binary_ID0000011                    1   condorpool 5.013     1    5.013          7.751    0.0  5.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000009                    1   condorpool 4.992     1    4.992          7.75     0.0  6.0         -        5.0     -       -             0        cn17637-ens4   
binary_ID0000015                    2   condorpool 5.948     1    5.948          8.854    0.0  0.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000018                    1   condorpool 5.171     1    5.171          11.273   0.0  0.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000029                    1   condorpool 5.316     1    5.316          11.424   0.0  6.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000019                    1   condorpool 5.749     1    5.749          12.134   0.0  12.0        -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000016                    1   condorpool 5.846     1    5.846          11.514   0.0  18.0        -        6.0     -       -             0        cn17639-ens4   
binary_ID0000027                    1   condorpool 5.749     1    5.749          8.462    0.0  17.0        -        6.0     -       -             0        cn17637-ens4   
binary_ID0000017                    1   condorpool 5.302     1    5.302          10.825   0.0  12.0        -        6.0     -       -             0        cn17642-enp5s0 
binary_ID0000028                    1   condorpool 19.813    1    19.813         14.028   0.0  12.0        -        20.0    -       -             -11      cn17636-enp5s0 
binary_ID0000025                    1   condorpool 66.123    1    66.123         12.849   0.0  12.0        -        67.0    -       -             -6       cn17635-ens4   
binary_ID0000026                    1   condorpool 6.325     1    6.325          11.45    0.0  12.0        -        7.0     -       -             0        cn17662-enp5s0 
binary_ID0000023                    1   condorpool 6.007     1    6.007          11.747   0.0  12.0        -        6.0     -       -             0        cn17640-enp5s0 
binary_ID0000024                    1   condorpool 6.084     1    6.084          9.33     0.0  7.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000021                    1   condorpool 4.773     1    4.773          10.26    1.0  13.0        -        5.0     -       -             0        cn17642-enp5s0 
binary_ID0000022                    1   condorpool 4.977     1    4.977          10.118   1.0  13.0        -        5.0     -       -             0        cn17637-ens4   
binary_ID0000030                    1   condorpool 5.453     1    5.453          11.164   1.0  13.0        -        6.0     -       -             0        cn17639-ens4   
binary_ID0000020                    1   condorpool 5.658     1    5.658          11.506   1.0  13.0        -        5.0     -       -             0        cn17640-enp5s0 
binary_ID0000031                    1   condorpool 6.004     1    6.004          9.109    1.0  8.0         -        6.0     -       -             0        cn17644-enp5s0 
binary_ID0000028                    2   condorpool 7.054     1    7.054          12.536   0.0  0.0         -        7.0     -       -             0        cn17644-enp5s0 
binary_ID0000025                    2   condorpool 9.064     1    9.064          9.423    0.0  0.0         -        9.0     -       -             0        cn17644-enp5s0 
process_ID0000036                   1   condorpool 8.496     1    8.496          12.188   0.0  0.0         -        9.0     -       -             0        cn17644-enp5s0 
