
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 7c384b24-6ef2-483c-923a-bc2196dd2d56 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.279     1    3.279          0.142    0.0  16.0        -        3.0     -       -             0        cn17641-ens4   
createfile_ID0000001                1   condorpool 0.321     1    0.321          0.31     0.0  0.0         -        1.0     -       -             0        cn17641-ens4   
stage_out_remote_condorpool_0_0     1   condorpool 2.669     1    2.669          0.616    1.0  0.0         -        3.0     -       -             0        cn17641-ens4   
binary_ID0000003                    1   condorpool 1.326     1    1.326          0.365    1.0  3.0         -        2.0     -       -             0        cn17641-ens4   
binary_ID0000002                    1   condorpool 0.441     1    0.441          0.36     0.0  5.0         -        1.0     -       -             0        cn17641-ens4   
stage_out_remote_condorpool_1_0     1   condorpool 2.683     1    2.683          0.589    1.0  16.0        -        3.0     -       -             0        cn17641-ens4   
stage_out_remote_condorpool_1_1     1   condorpool 2.664     1    2.664          0.546    1.0  11.0        -        3.0     -       -             0        cn17643-ens4   
binary_ID0000007                    1   condorpool 0.506     1    0.506          0.456    1.0  11.0        -        0.0     -       -             0        cn17651-ens4   
binary_ID0000005                    1   condorpool 0.495     1    0.495          0.463    1.0  11.0        -        0.0     -       -             0        cn17656-enp5s0 
binary_ID0000006                    1   condorpool 0.607     1    0.607          0.554    1.0  11.0        -        1.0     -       -             0        cn17658-enp5s0 
binary_ID0000004                    1   condorpool 0.856     1    0.856          0.499    1.0  11.0        -        1.0     -       -             0        cn17652-enp5s0 
stage_out_remote_condorpool_2_0     1   condorpool 4.351     1    4.351          1.057    1.0  0.0         -        5.0     -       -             0        cn17656-enp5s0 
stage_out_remote_condorpool_2_1     1   condorpool 4.142     1    4.142          0.981    1.0  0.0         -        4.0     -       -             0        cn17651-ens4   
binary_ID0000008                    1   condorpool 0.49      1    0.49           0.473    1.0  0.0         -        1.0     -       -             0        cn17658-enp5s0 
binary_ID0000014                    1   condorpool 0.486     1    0.486          0.472    1.0  0.0         -        1.0     -       -             0        cn17652-enp5s0 
