
# Job            - name of the job
# Try            - number representing the job instance run count
# Site           - site where the job ran
# Kickstart      - actual duration of the job instance in seconds on the
#                  remote compute node
# Mult           - multiplier factor specified by the user
# Kickstart-Mult - Kickstart time multiplied by the multiplier factor
# CPU-Time       - remote cpu time computed as the stime + utime
# Post           - postscript time as reported by DAGMan
# CondorQTime    - time between submission by DAGMan and the remote Grid
#                  submission. It is an estimate of the time spent in the
#                  condor q on the submit node
# Resource       - time between the remote Grid submission and start of
#                  remote execution. It is an estimate of the time job
#                  spent in the remote queue
# Runtime        - time spent on the resource as seen by Condor DAGMan.
#                  Is always >= Kickstart
# Seqexec        - time taken for the completion of a clustered job
# Seqexec-Delay  - time difference between the time for the completion
#                  of a clustered job and sum of all the individual
#                  tasks Kickstart time
# Exitcode       - exitcode for this job
# Hostname       - name of the host where the job ran, as reported by
#                  Kickstart
# 370e0515-2bd5-4b96-96ef-b47789af7d39 (binary-tree)
Job                                 Try Site       Kickstart Mult Kickstart-Mult CPU-Time Post CondorQTime Resource Runtime Seqexec Seqexec-Delay Exitcode Hostname       
create_dir_binary-tree_0_condorpool 1   condorpool 3.194     1    3.194          0.156    0.0  15.0        -        3.0     -       -             0        cn17644-enp5s0 
createfile_ID0000001                1   condorpool 12.421    1    12.421         0.927    0.0  0.0         -        13.0    -       -             0        cn17644-enp5s0 
binary_ID0000003                    1   condorpool 23.045    1    23.045         1.214    0.0  1.0         -        23.0    -       -             0        cn17644-enp5s0 
binary_ID0000002                    1   condorpool 22.719    1    22.719         1.221    0.0  21.0        -        23.0    -       -             0        cn17644-enp5s0 
binary_ID0000007                    1   condorpool 22.185    1    22.185         1.209    1.0  0.0         -        23.0    -       -             0        cn17644-enp5s0 
binary_ID0000005                    1   condorpool 21.949    1    21.949         1.244    1.0  0.0         -        23.0    -       -             0        cn17644-enp5s0 
binary_ID0000006                    1   condorpool 22.566    1    22.566         1.169    0.0  21.0        -        22.0    -       -             0        cn17653-ens4   
binary_ID0000004                    1   condorpool 22.236    1    22.236         1.165    0.0  21.0        -        22.0    -       -             0        cn17653-ens4   
binary_ID0000008                    1   condorpool 22.665    1    22.665         1.2      0.0  0.0         -        23.0    -       -             0        cn17653-ens4   
binary_ID0000014                    1   condorpool 21.976    1    21.976         1.131    0.0  0.0         -        22.0    -       -             0        cn17653-ens4   
binary_ID0000015                    1   condorpool 23.408    1    23.408         1.209    0.0  20.0        -        24.0    -       -             0        cn17644-enp5s0 
binary_ID0000012                    1   condorpool 22.62     1    22.62          1.217    0.0  20.0        -        23.0    -       -             0        cn17644-enp5s0 
binary_ID0000013                    1   condorpool 22.459    1    22.459         1.174    0.0  20.0        -        23.0    -       -             0        cn17637-ens4   
binary_ID0000010                    1   condorpool 22.395    1    22.395         1.164    0.0  15.0        -        23.0    -       -             0        cn17637-ens4   
binary_ID0000011                    1   condorpool 22.133    1    22.133         1.165    0.0  14.0        -        22.0    -       -             0        cn17635-ens4   
binary_ID0000009                    1   condorpool 22.097    1    22.097         1.183    0.0  14.0        -        22.0    -       -             0        cn17635-ens4   
binary_ID0000018                    1   condorpool 28.219    1    28.219         1.174    0.0  0.0         -        29.0    -       -             0        cn17644-enp5s0 
binary_ID0000029                    1   condorpool 23.235    1    23.235         1.175    0.0  1.0         -        23.0    -       -             0        cn17637-ens4   
binary_ID0000019                    1   condorpool 23.109    1    23.109         1.237    0.0  1.0         -        23.0    -       -             0        cn17637-ens4   
binary_ID0000016                    1   condorpool 22.823    1    22.823         1.191    0.0  0.0         -        23.0    -       -             0        cn17635-ens4   
binary_ID0000027                    1   condorpool 28.023    1    28.023         1.215    0.0  0.0         -        28.0    -       -             0        cn17644-enp5s0 
binary_ID0000017                    1   condorpool 23.006    1    23.006         1.207    0.0  0.0         -        23.0    -       -             0        cn17635-ens4   
binary_ID0000028                    1   condorpool 23.167    1    23.167         1.153    0.0  14.0        -        23.0    -       -             0        cn17653-ens4   
binary_ID0000025                    1   condorpool 22.064    1    22.064         1.133    0.0  14.0        -        22.0    -       -             0        cn17653-ens4   
binary_ID0000026                    1   condorpool 23.445    1    23.445         1.264    0.0  14.0        -        24.0    -       -             0        cn17655-ens4   
binary_ID0000023                    1   condorpool 23.51     1    23.51          1.233    0.0  14.0        -        24.0    -       -             0        cn17655-ens4   
binary_ID0000024                    1   condorpool 22.622    1    22.622         1.2      0.0  9.0         -        23.0    -       -             0        cn17645-ens4   
binary_ID0000021                    1   condorpool 22.634    1    22.634         1.157    0.0  9.0         -        23.0    -       -             0        cn17645-ens4   
binary_ID0000022                    1   condorpool 23.494    1    23.494         1.251    0.0  9.0         -        24.0    -       -             0        cn17642-enp5s0 
binary_ID0000030                    1   condorpool 23.686    1    23.686         1.152    0.0  9.0         -        24.0    -       -             0        cn17642-enp5s0 
binary_ID0000020                    1   condorpool 24.127    1    24.127         1.274    0.0  9.0         -        25.0    -       -             0        cn17662-enp5s0 
binary_ID0000031                    1   condorpool 23.9      1    23.9           1.293    0.0  3.0         -        24.0    -       -             0        cn17662-enp5s0 
process_ID0000036                   1   condorpool 29.3      1    29.3           1.175    0.0  0.0         -        29.0    -       -             0        cn17644-enp5s0 
process_ID0000047                   1   condorpool 24.613    1    24.613         1.188    0.0  0.0         -        25.0    -       -             0        cn17653-ens4   
process_ID0000037                   1   condorpool 22.917    1    22.917         1.203    0.0  0.0         -        23.0    -       -             0        cn17645-ens4   
process_ID0000038                   1   condorpool 23.75     1    23.75          1.263    0.0  0.0         -        24.0    -       -             0        cn17662-enp5s0 
process_ID0000039                   1   condorpool 23.978    1    23.978         1.282    0.0  0.0         -        24.0    -       -             0        cn17662-enp5s0 
process_ID0000032                   1   condorpool 24.826    1    24.826         1.187    0.0  0.0         -        25.0    -       -             0        cn17653-ens4   
process_ID0000043                   1   condorpool 24.751    1    24.751         1.259    0.0  0.0         -        25.0    -       -             0        cn17655-ens4   
process_ID0000033                   1   condorpool 22.349    1    22.349         1.138    0.0  0.0         -        23.0    -       -             0        cn17645-ens4   
process_ID0000044                   1   condorpool 24.283    1    24.283         1.338    0.0  0.0         -        25.0    -       -             0        cn17655-ens4   
process_ID0000034                   1   condorpool 23.717    1    23.717         1.244    0.0  0.0         -        24.0    -       -             0        cn17642-enp5s0 
process_ID0000045                   1   condorpool 23.857    1    23.857         1.187    0.0  1.0         -        24.0    -       -             0        cn17642-enp5s0 
